編號,案類,發生日期,發生地點,發生場所一,發生場所二,發生場所三,嫌疑犯人數,毒品品項,數量（淨重）_克
9689,毒品,1080509,高雄市新興區,大廈(六層以上建築物),    ,    ,2,海洛因,0.33
9689,毒品,1080509,高雄市新興區,大廈(六層以上建築物),    ,    ,2,安非他命,0.54
9689,毒品,1080509,高雄市新興區,大廈(六層以上建築物),    ,    ,2,安非他命,1.29
9689,毒品,1080509,高雄市新興區,大廈(六層以上建築物),    ,    ,2,安非他命,3.82
9689,毒品,1080509,高雄市新興區,大廈(六層以上建築物),    ,    ,2,安非他命,1.92
9689,毒品,1080509,高雄市新興區,大廈(六層以上建築物),    ,    ,2,安非他命,2.1
9689,毒品,1080509,高雄市新興區,大廈(六層以上建築物),    ,    ,2,海洛因,8.3
9689,毒品,1080509,高雄市新興區,大廈(六層以上建築物),    ,    ,2,安非他命,3.8
9689,毒品,1080509,高雄市新興區,大廈(六層以上建築物),    ,    ,2,海洛因,7.71
9689,毒品,1080509,高雄市新興區,大廈(六層以上建築物),    ,    ,2,安非他命,15.27
9690,毒品,1080505,新北市樹林區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
9691,毒品,1080316,苗栗縣三義鄉,透天厝,    ,    ,1,安非他命,2.6
9692,毒品,1080224,高雄市小港區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9693,毒品,1080527,台北市中山區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9694,毒品,1080601,新北市泰山區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.18
9695,毒品,1080517,高雄市前鎮區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9696,毒品,1080428,高雄市前鎮區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9697,毒品,1080526,苗栗縣竹南鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0
9697,毒品,1080526,苗栗縣竹南鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9698,毒品,1080215,高雄市三民區,普通住宅(一、二層樓),    ,    ,2,海洛因,0
9698,毒品,1080215,高雄市三民區,普通住宅(一、二層樓),    ,    ,2,安非他命,0
9699,毒品,1080326,高雄市前鎮區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9700,毒品,1080310,台中市豐原區,公園,    ,    ,1,K(愷)他命(含液態),0
9700,毒品,1080310,台中市豐原區,公園,    ,    ,1,甲基卡西酮,0
9701,毒品,1080411,台南市六甲區,旅社飯店客棧汽車旅館,    ,    ,1,安非他命,0
9702,毒品,1080604,彰化縣員林市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,22.75
9703,毒品,1080505,苗栗縣卓蘭鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9704,毒品,1080510,苗栗縣泰安鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9705,毒品,1080614,台北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.42
9706,毒品,1080625,台北市北投區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9707,毒品,1080625,台北市北投區,普通住宅(一、二層樓),    ,    ,1,安非他命,7.48
9707,毒品,1080625,台北市北投區,普通住宅(一、二層樓),    ,    ,1,海洛因,1.01
9708,毒品,1080429,台中市西區,出租公寓（套房）,    ,    ,1,安非他命,0
9709,毒品,1080601,台中市中區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.52
9710,毒品,1080625,彰化縣埔心鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9711,毒品,1080610,台北市南港區,公路(省、縣、鄉、鎮道,    ,機車上,1,海洛因,16.65
9711,毒品,1080610,台北市南港區,公路(省、縣、鄉、鎮道,    ,機車上,1,安非他命,8.34
9712,毒品,1080605,高雄市大社區,公路(省、縣、鄉、鎮道,    ,    ,2,海洛因,0.26
9713,毒品,1080615,台北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
9714,毒品,1080615,台北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
9715,毒品,1080614,台北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,2.56
9716,毒品,1080605,基隆市安樂區,公路(省、縣、鄉、鎮道,    ,    ,1,嗎啡,0.5
9717,毒品,1080605,基隆市安樂區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.15
9718,毒品,1080303,新北市板橋區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
9719,毒品,1080502,新北市板橋區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
9720,毒品,1080505,新北市板橋區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
9721,毒品,1080327,新北市板橋區,大廈(六層以上建築物),    ,    ,1,海洛因,0
9722,毒品,1080316,新北市新莊區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.07
9723,毒品,1080608,新北市新莊區,大廈(六層以上建築物),    ,    ,1,安非他命,0.38
9724,毒品,1071119,新竹市東區,普通住宅(一、二層樓),    ,    ,3,海洛因,0
9724,毒品,1071119,新竹市東區,普通住宅(一、二層樓),    ,    ,3,安非他命,0
9725,毒品,1080304,高雄市小港區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9726,毒品,1080605,新北市新莊區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,52.03
9726,毒品,1080605,新北市新莊區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),0.56
9727,毒品,1080619,台中市豐原區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.43
9728,毒品,1080618,台中市大雅區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.39
9729,毒品,1080622,台中市北屯區,公路(省、縣、鄉、鎮道,    ,    ,2,甲基卡西酮,68.48
9730,毒品,1080428,桃園市龜山區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
9731,毒品,1080417,桃園市龜山區,便利商店,    ,    ,1,甲基安非他命,0
9732,毒品,1080106,台南市歸仁區,透天厝,    ,    ,1,安非他命,0
9733,毒品,1080402,台南市仁德區,透天厝,    ,    ,1,安非他命,0
9734,毒品,1080616,台北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.01
9734,毒品,1080616,台北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.04
9735,毒品,1071231,新北市汐止區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),0
9736,毒品,1080312,新北市汐止區,大廈(六層以上建築物),    ,    ,1,安非他命,0
9737,毒品,1080312,新北市汐止區,大廈(六層以上建築物),    ,    ,1,安非他命,0
9738,毒品,1080605,基隆市七堵區,公寓(三至五層建築物),    ,    ,1,安非他命,1.6
9739,毒品,1080414,台北市中山區,大廈(六層以上建築物),    ,客廳,1,甲基安非他命,0
9740,毒品,1080517,苗栗縣通霄鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9741,毒品,1080507,花蓮縣花蓮市,透天厝,    ,    ,1,安非他命,0
9742,毒品,1080204,彰化縣溪州鄉,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
9742,毒品,1080204,彰化縣溪州鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
9743,毒品,1080628,桃園市龍潭區,大廈(六層以上建築物),    ,    ,1,安非他命,0
9744,毒品,1080628,桃園市龍潭區,公路(省、縣、鄉、鎮道,    ,    ,2,海洛因,0
9744,毒品,1080628,桃園市龍潭區,公路(省、縣、鄉、鎮道,    ,    ,2,安非他命,0.4
9745,毒品,1080607,台北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.98
9745,毒品,1080607,台北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,7.2
9746,毒品,1080513,台北市文山區,公寓(三至五層建築物),    ,    ,1,安非他命,0
9747,毒品,1080427,桃園市桃園區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
9748,毒品,1080425,苗栗縣苗栗市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
9749,毒品,1080323,苗栗縣苗栗市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
9750,毒品,1080501,苗栗縣苗栗市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
9751,毒品,1080306,苗栗縣苗栗市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
9752,毒品,1080529,苗栗縣苗栗市,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
9753,毒品,1080513,苗栗縣銅鑼鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
9754,毒品,1080417,高雄市左營區,大廈(六層以上建築物),    ,    ,1,安非他命,0
9755,毒品,1080121,台中市西區,大廈(六層以上建築物),    ,    ,1,安非他命,0
9756,毒品,1080424,新北市金山區,普通住宅(一、二層樓),    ,房間（起居室）,1,安非他命,0
9757,毒品,1080510,台北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
9758,毒品,1080601,台中市中區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.25
9759,毒品,1080611,台北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.85
9760,毒品,1080429,新竹市東區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
9761,毒品,1070915,新竹市東區,公路(省、縣、鄉、鎮道,    ,巷口(路口),1,海洛因,0
9762,毒品,1080624,彰化縣二林鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9763,毒品,1080607,高雄市美濃區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.25
9764,毒品,1080421,新北市蘆洲區,公寓(三至五層建築物),    ,    ,1,安非他命,0
9764,毒品,1080421,新北市蘆洲區,公寓(三至五層建築物),    ,    ,1,海洛因,0
9765,毒品,1080617,新北市五股區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,2.27
9766,毒品,1080301,新北市中和區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9767,毒品,1080421,台南市安南區,工地、工寮,    ,    ,1,安非他命,0
9767,毒品,1080421,台南市安南區,工地、工寮,    ,    ,1,甲基安非他命,0
9768,毒品,1080612,新北市新店區,普通住宅(一、二層樓),    ,    ,1,大麻,776.52
9769,毒品,1080430,新竹縣竹東鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9770,毒品,1080603,新竹縣竹東鎮,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.33
9771,毒品,1080121,屏東縣屏東市,卡拉OK,    ,    ,1,安非他命,0
9772,毒品,1080519,雲林縣斗南鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0
9773,毒品,1080310,台中市太平區,普通住宅(一、二層樓),    ,房間（起居室）,1,嗎啡,0
9774,毒品,1080225,雲林縣麥寮鄉,便利商店,    ,    ,1,海洛因,0
9775,毒品,1080512,雲林縣麥寮鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9776,毒品,1080410,新北市新店區,公路(省、縣、鄉、鎮道,    ,    ,1,鴉片(阿片),0
9776,毒品,1080410,新北市新店區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
9777,毒品,1080215,高雄市岡山區,公寓(三至五層建築物),    ,    ,1,K(愷)他命(含液態),0
9778,毒品,1080510,高雄市橋頭區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9779,毒品,1080326,高雄市岡山區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9779,毒品,1080326,高雄市岡山區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
9780,毒品,1080602,高雄市岡山區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.62
9781,毒品,1080602,高雄市彌陀區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.2
9782,毒品,1080411,高雄市路竹區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
9783,毒品,1080606,宜蘭縣蘇澳鎮,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
9784,毒品,1080424,南投縣名間鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,0
9785,毒品,1080425,南投縣南投市,普通住宅(一、二層樓),    ,    ,1,海洛因,0
9786,毒品,1080621,台中市北屯區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
9786,毒品,1080621,台中市北屯區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
9787,毒品,1080619,高雄市鳳山區,公寓(三至五層建築物),    ,    ,1,安非他命,1.9
9788,毒品,1080511,高雄市鳳山區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
9789,毒品,1080515,台中市大雅區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
9789,毒品,1080515,台中市大雅區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9790,毒品,1080618,台中市潭子區,透天厝,    ,    ,1,海洛因,0.8
9791,毒品,1080623,高雄市鳳山區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,0.7
9792,毒品,1060416,新北市中和區,公寓(三至五層建築物),    ,    ,1,鴉片(阿片),0
9792,毒品,1060416,新北市中和區,公寓(三至五層建築物),    ,    ,1,安非他命,0
9793,毒品,1080311,新北市中和區,公寓(三至五層建築物),LINE,電腦網路,1,安非他命,0
9794,毒品,1080612,新北市三峽區,普通住宅(一、二層樓),    ,    ,1,海洛因,2.33
9795,毒品,1080511,新北市中和區,公路(省、縣、鄉、鎮道,    ,    ,2,甲基安非他命,0
9796,毒品,1080511,新北市中和區,公路(省、縣、鄉、鎮道,    ,    ,1,嗎啡,0
9797,毒品,1080508,新北市中和區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
9798,毒品,1080531,新北市土城區,公寓(三至五層建築物),    ,    ,1,安非他命,0.2
9799,毒品,1080510,南投縣名間鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
9800,毒品,1071113,雲林縣西螺鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9801,毒品,1080121,新竹縣竹北市,旅社飯店客棧汽車旅館,    ,    ,1,K(愷)他命(含液態),41.6
9801,毒品,1080121,新竹縣竹北市,旅社飯店客棧汽車旅館,    ,    ,1,K(愷)他命(含液態),78.3
9801,毒品,1080121,新竹縣竹北市,旅社飯店客棧汽車旅館,    ,    ,1,甲基安非他命,1.6
9802,毒品,1080610,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,MDMA（快樂丸）,33.32
9803,毒品,1080604,桃園市平鎮區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9804,毒品,1080604,桃園市平鎮區,普通住宅(一、二層樓),    ,    ,1,安非他命,1.62
9805,毒品,1080428,桃園市平鎮區,大廈(六層以上建築物),    ,    ,1,安非他命,0.01
9805,毒品,1080428,桃園市平鎮區,大廈(六層以上建築物),    ,    ,1,海洛因,0.01
9806,毒品,1080530,桃園市平鎮區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.71
9806,毒品,1080530,桃園市平鎮區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.67
9807,毒品,1080627,台南市關廟區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.64
9808,毒品,1080626,台南市仁德區,普通住宅(一、二層樓),    ,    ,2,安非他命,7.78
9809,毒品,1080305,台南市仁德區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9810,毒品,1080620,嘉義縣中埔鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.28
9811,毒品,1080620,嘉義縣中埔鄉,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),21.4
9812,毒品,1080407,高雄市大寮區,加油站,    ,    ,1,海洛因,0
9813,毒品,1080519,台南市仁德區,透天厝,    ,房間（起居室）,1,海洛因,0
9814,毒品,1080325,高雄市大寮區,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
9815,毒品,1080605,南投縣草屯鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0
9816,毒品,1080215,台中市北區,出租公寓（套房）,    ,    ,1,安非他命,0
9817,毒品,1080124,彰化縣和美鎮,普通住宅(一、二層樓),    ,    ,2,安非他命,0.49
9817,毒品,1080124,彰化縣和美鎮,普通住宅(一、二層樓),    ,    ,2,海洛因,0.81
9818,毒品,1080610,台北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻,0.02
9819,毒品,1080610,台北市大安區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻,0.73
9820,毒品,1080609,台北市大安區,公路(省、縣、鄉、鎮道,    ,    ,2,大麻,0.29
9821,毒品,1080315,新北市板橋區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
9822,毒品,1080603,嘉義市東區,公路(省、縣、鄉、鎮道,    ,    ,4,K(愷)他命(含液態),500.51
9823,毒品,1080427,台北市北投區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9824,毒品,1080524,屏東縣竹田鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,0
9824,毒品,1080524,屏東縣竹田鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9825,毒品,1080521,屏東縣潮州鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9826,毒品,1080412,桃園市平鎮區,普通住宅(一、二層樓),    ,    ,1,安非他命,2
9827,毒品,1080617,新北市五股區,普通住宅(一、二層樓),    ,    ,1,安非他命,1.62
9827,毒品,1080617,新北市五股區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.16
9827,毒品,1080617,新北市五股區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.27
9827,毒品,1080617,新北市五股區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.45
9828,毒品,1080612,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.26
9829,毒品,1080624,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,7.55
9830,毒品,1080621,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.88
9831,毒品,1080615,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基安非他命,0.54
9832,毒品,1080528,新北市三重區,公寓(三至五層建築物),    ,    ,1,安非他命,0.48
9833,毒品,1080522,台北市文山區,公寓(三至五層建築物),    ,    ,1,安非他命,0
9834,毒品,1080605,彰化縣社頭鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.7
9834,毒品,1080605,彰化縣社頭鄉,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.3
9835,毒品,1080617,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
9836,毒品,1080501,台中市烏日區,透天厝,    ,    ,1,安非他命,0
9837,毒品,1080501,台中市烏日區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9838,毒品,1080622,嘉義縣布袋鎮,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.58
9839,毒品,1080502,台中市大雅區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9840,毒品,1080401,台中市大雅區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
9841,毒品,1080609,台中市潭子區,公路(省、縣、鄉、鎮道,    ,    ,1,甲基卡西酮,9.9
9842,毒品,1080501,新竹縣關西鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9843,毒品,1080515,新竹縣新埔鎮,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9844,毒品,1080517,新竹市北區,普通住宅(一、二層樓),    ,    ,3,安非他命,0
9845,毒品,1080504,新竹市北區,大廈(六層以上建築物),    ,    ,1,安非他命,0
9846,毒品,1080117,桃園市新屋區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9847,毒品,1080620,澎湖縣湖西鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0.3
9848,毒品,901023,澎湖縣馬公市,河(中)海(堤)邊,    ,    ,1,海洛因,0
9849,毒品,1080625,桃園市楊梅區,大廈(六層以上建築物),    ,    ,1,安非他命,0.25
9850,毒品,1080510,新竹縣湖口鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9851,毒品,1080418,新竹縣湖口鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9852,毒品,1080503,彰化縣福興鄉,宿舍,    ,    ,3,安非他命,0
9853,毒品,1080603,台北市中正區,透天厝,    ,    ,1,海洛因,0
9854,毒品,1080610,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,大麻,0.1
9855,毒品,1080520,台南市北區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9856,毒品,1080612,台北市內湖區,公寓(三至五層建築物),    ,    ,1,MDMA（快樂丸）,9.86
9856,毒品,1080612,台北市內湖區,公寓(三至五層建築物),    ,    ,1,安非他命,13.26
9857,毒品,1080526,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),0.29
9858,毒品,1080526,新北市三重區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
9859,毒品,1080501,台北市南港區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
9859,毒品,1080501,台北市南港區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
9860,毒品,1080326,新北市板橋區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
9861,毒品,1080410,新北市板橋區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9862,毒品,1080226,新北市板橋區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9863,毒品,1080602,台北市內湖區,公路(省、縣、鄉、鎮道,    ,汽車上,1,安非他命,0
9864,毒品,1080615,台北市中正區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.75
9865,毒品,1080515,桃園市八德區,普通住宅(一、二層樓),    ,    ,1,安非他命,0.01
9865,毒品,1080515,桃園市八德區,普通住宅(一、二層樓),    ,    ,1,海洛因,0.01
9866,毒品,1080514,新北市中和區,大廈(六層以上建築物),    ,    ,2,K(愷)他命(含液態),4155.8
9867,毒品,1061015,桃園市八德區,普通住宅(一、二層樓),    ,    ,2,安非他命,0.01
9868,毒品,1080612,新北市中和區,公寓(三至五層建築物),    ,    ,1,安非他命,0.5
9869,毒品,1080625,台東縣台東市,普通住宅(一、二層樓),    ,    ,1,安非他命,35.7
9869,毒品,1080625,台東縣台東市,普通住宅(一、二層樓),    ,    ,1,安非他命,36
9870,毒品,1080610,宜蘭縣大同鄉,國有林地,    ,    ,2,甲基安非他命,0.91
9870,毒品,1080610,宜蘭縣大同鄉,國有林地,    ,    ,2,甲基安非他命,0.61
9871,毒品,1080419,基隆市中正區,大廈(六層以上建築物),    ,    ,1,嗎啡,0
9871,毒品,1080419,基隆市中正區,大廈(六層以上建築物),    ,    ,1,安非他命,0
9872,毒品,1080509,基隆市中正區,公寓(三至五層建築物),    ,    ,1,安非他命,0
9873,毒品,1080309,台中市大甲區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9874,毒品,1080510,新北市中和區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
9875,毒品,1080615,新北市中和區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.53
9876,毒品,1080414,桃園市平鎮區,普通住宅(一、二層樓),    ,    ,2,海洛因,1
9877,毒品,1080109,桃園市平鎮區,公路(省、縣、鄉、鎮道,    ,汽車上,1,安非他命,1
9878,毒品,1080429,桃園市平鎮區,普通住宅(一、二層樓),    ,    ,1,安非他命,1
9879,毒品,1070919,桃園市平鎮區,普通住宅(一、二層樓),    ,    ,1,安非他命,1
9880,毒品,1080324,彰化縣彰化市,汽車旅館,    ,    ,1,甲基安非他命,0
9880,毒品,1080324,彰化縣彰化市,汽車旅館,    ,    ,1,安非他命,0
9881,毒品,1080617,高雄市仁武區,普通住宅(一、二層樓),    ,    ,1,K(愷)他命(含液態),184.62
9882,毒品,1080506,高雄市大樹區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0
9883,毒品,1080401,新北市汐止區,大廈(六層以上建築物),    ,    ,1,安非他命,0
9884,毒品,1080101,高雄市大寮區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9885,毒品,1080425,新北市汐止區,公寓(三至五層建築物),    ,    ,1,嗎啡,0
9886,毒品,1080417,新北市汐止區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9887,毒品,1080408,新北市汐止區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9888,毒品,1080331,新北市汐止區,公寓(三至五層建築物),    ,    ,1,甲基安非他命,0
9889,毒品,1080619,台北市中正區,公路(省、縣、鄉、鎮道,    ,街道馬路,1,安非他命,2.75
9890,毒品,1080510,宜蘭縣蘇澳鎮,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
9891,毒品,1080603,宜蘭縣蘇澳鎮,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
9892,毒品,1080603,宜蘭縣蘇澳鎮,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
9893,毒品,1080603,宜蘭縣蘇澳鎮,普通住宅(一、二層樓),    ,    ,1,甲基安非他命,0
9894,毒品,1080501,彰化縣社頭鄉,普通住宅(一、二層樓),    ,    ,1,海洛因,0
9895,毒品,1080603,新北市鶯歌區,公寓(三至五層建築物),    ,    ,1,安非他命,2.54
9895,毒品,1080603,新北市鶯歌區,公寓(三至五層建築物),    ,    ,1,海洛因,6.84
9896,毒品,1080216,南投縣草屯鎮,普通住宅(一、二層樓),    ,    ,1,海洛因,0
9897,毒品,1080529,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,1.84
9897,毒品,1080529,桃園市桃園區,公路(省、縣、鄉、鎮道,    ,    ,1,K(愷)他命(含液態),8.94
9898,毒品,1080629,彰化縣埤頭鄉,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.23
9898,毒品,1080629,彰化縣埤頭鄉,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,8.16
9899,毒品,1080531,基隆市仁愛區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.6
9900,毒品,1080120,台中市烏日區,工地、工寮,    ,    ,1,安非他命,0
9901,毒品,1080610,花蓮縣吉安鄉,普通住宅(一、二層樓),    ,街道馬路,1,安非他命,0
9901,毒品,1080610,花蓮縣吉安鄉,普通住宅(一、二層樓),    ,街道馬路,1,海洛因,0
9902,毒品,1070407,高雄市仁武區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9903,毒品,1080408,高雄市鳥松區,普通住宅(一、二層樓),    ,    ,1,嗎啡,0
9904,毒品,1080628,台北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
9905,毒品,1080529,雲林縣莿桐鄉,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9906,毒品,1080630,台北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0.48
9907,毒品,1080630,台北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,0
9908,毒品,1080630,台北市萬華區,公路(省、縣、鄉、鎮道,    ,    ,1,安非他命,32.62
9909,毒品,1080510,基隆市信義區,普通住宅(一、二層樓),    ,    ,1,安非他命,0
9910,毒品,1080508,台南市北區,釣魚(蝦)場,    ,    ,1,安非他命,0
9911,毒品,1080608,基隆市信義區,公路(省、縣、鄉、鎮道,    ,    ,1,海洛因,0.28
9912,毒品,1080223,桃園市平鎮區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
9913,毒品,1070707,桃園市平鎮區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
9914,毒品,1071121,桃園市平鎮區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
9915,毒品,1080402,桃園市桃園區,公寓(三至五層建築物),    ,    ,1,安非他命,0
9916,毒品,1071110,桃園市平鎮區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
9917,毒品,1080114,桃園市平鎮區,普通住宅(一、二層樓),    ,    ,1,海洛因,0
